"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1840538802852434045","Sun Sep 29 23:47:00 +0000 2024","2","sorry i was treat u so bad bucin!","1840538802852434045","","","en","Ganesha, Jatinangor, Cirebon","0","0","0","https://x.com/DraftAnakITB/status/1840538802852434045","1804409229442453505","DraftAnakITB"
"1840523708990902751","Sun Sep 29 22:47:02 +0000 2024","2","bucin! it truly feels like it s killing me when i realize that you who once said you loved me the most and were most afraid of losing me are now deliberately acting as if you re asking me to stay away.","1840523708990902751","","","en","Ganesha, Jatinangor, Cirebon","0","0","0","https://x.com/DraftAnakITB/status/1840523708990902751","1804409229442453505","DraftAnakITB"
"1840506989937398001","Sun Sep 29 21:40:36 +0000 2024","0","sender maba! mau nanya kalo ada nilai matkul yang kurang memuaskan bisa diperbaiki enggak?","1840506989937398001","","","in","Ganesha, Jatinangor, Cirebon","0","0","0","https://x.com/DraftAnakITB/status/1840506989937398001","1804409229442453505","DraftAnakITB"
"1840448499738984528","Sun Sep 29 17:48:10 +0000 2024","7","bucin! kapan lu bisa suka balik sama gua ya?","1840448499738984528","","","in","Ganesha, Jatinangor, Cirebon","0","0","5","https://x.com/DraftAnakITB/status/1840448499738984528","1804409229442453505","DraftAnakITB"
"1840413067869290572","Sun Sep 29 15:27:23 +0000 2024","0","itb! Prinsip kerja Jurnal boleh jiplak gasih?","1840413067869290572","","","in","Ganesha, Jatinangor, Cirebon","0","0","0","https://x.com/DraftAnakITB/status/1840413067869290572","1804409229442453505","DraftAnakITB"
"1840413015713181772","Sun Sep 29 15:27:10 +0000 2024","1","maba! bagi yang menemukan tws baseus dengan casing stella lou di daerah GKU 2 ITB Jatinangor dan sekitarnya tanggal 29 September 2024 pukul 11.00-13.00 untuk konfirmasi di komen yaa bantu sender krn udh bingung mau cari dmn lagiiii krn sgt urgent butuh tws https://t.co/uAcG6Z70ah","1840413015713181772","https://pbs.twimg.com/media/GYp14iAXIAA77mb.jpg","","in","Ganesha, Jatinangor, Cirebon","0","0","0","https://x.com/DraftAnakITB/status/1840413015713181772","1804409229442453505","DraftAnakITB"
"1840401645718340076","Sun Sep 29 14:42:00 +0000 2024","4","itb! info psikolog enak di jatinangor dong","1840401645718340076","","","in","Ganesha, Jatinangor, Cirebon","0","2","2","https://x.com/DraftAnakITB/status/1840401645718340076","1804409229442453505","DraftAnakITB"
"1840392329581977691","Sun Sep 29 14:04:58 +0000 2024","10","Buat tujuan percobaan kidas itb! tuh harus banget kuantitatif ya? Kalo modul reaksi kimia gmn caranya kuantitatif ","1840392329581977691","","","in","Ganesha, Jatinangor, Cirebon","0","1","0","https://x.com/DraftAnakITB/status/1840392329581977691","1804409229442453505","DraftAnakITB"
"1840377615850299808","Sun Sep 29 13:06:30 +0000 2024","0","@tec.ohu itb! https://t.co/W9WKymqkmy","1840377615850299808","https://pbs.twimg.com/media/GYpVr_fXMAAwXBV.jpg","tec","in","Ganesha, Jatinangor, Cirebon","0","0","0","https://x.com/DraftAnakITB/status/1840377615850299808","1804409229442453505","DraftAnakITB"
"1840366260787274003","Sun Sep 29 12:21:23 +0000 2024","46","itb! udah pada berjahim kan? mending pamerin di Bara Senyap Aksang by TL'23 https://t.co/vKznTsBqX1","1840366260787274003","https://pbs.twimg.com/media/GYpLXCaWkAAqlth.jpg","","in","Ganesha, Jatinangor, Cirebon","3","2","8","https://x.com/DraftAnakITB/status/1840366260787274003","1804409229442453505","DraftAnakITB"
